1,s1,s1,1,\N
2,s2,s2,1,\N
3,s3,s3,1,\N
4,s4,s4,1,\N
5,pogs1.1,pogs1.1,2,\N
6,pogs1.2,pogs1.2,2,\N
7,pogs1.3,pogs1.3,2,\N
8,pogs1.4,pogs1.4,2,\N
9,pogs2.1,pogs2.1,3,\N
10,pogs2.2,pogs2.2,3,\N
11,pogs2.3,pogs2.3,3,\N
12,pogs2.4,pogs2.4,3,\N
13,pogs2.5,pogs2.5,3,\N
14,pogs2.6,pogs2.6,3,\N
15,pogs2.7,pogs2.7,3,\N
16,pogs2.8,pogs2.8,3,\N
17,pogs3.1,pogs3.1,4,\N
18,pogs3.2,pogs3.2,4,\N
19,pogs3.3,pogs3.3,4,\N
20,pogs3.4,pogs3.4,4,\N
21,pogs4.1,pogs4.1,5,\N
22,pogs4.2,pogs4.2,5,\N
23,pogs4.3,pogs4.3,5,\N
24,pogs4.4,pogs4.4,5,\N
25,pogs4.1.1,pogs4.1.1,5,\N
26,pogs4.2.1,pogs4.2.1,5,\N
27,pogs4.3.1,pogs4.3.1,5,\N
28,pogs4.4.1,pogs4.4.1,5,\N
29,pogs5.1,pogs5.1,6,\N
30,pogs5.2,pogs5.2,6,\N
31,pogs5.3,pogs5.3,6,\N
32,pogs5.4,pogs5.4,6,\N
33,pogs6.1,pogs6.1,7,\N
34,pogs6.2,pogs6.2,7,\N
35,pogs6.3,pogs6.3,7,\N
36,pogs6.4,pogs6.4,7,\N
37,pogs7.1,pogs7.1,8,\N
38,pogs7.2,pogs7.2,8,\N
39,pogs7.3,pogs7.3,8,\N
40,pogs7.4,pogs7.4,8,\N
41,pogs6.1.1,pogs6.1.1,7,\N
42,pogs6.2.1,pogs6.2.1,7,\N
43,pogs6.3.1,pogs6.3.1,7,\N
44,pogs6.4.1,pogs6.4.1,7,\N
45,pogs8.1,pogs8.1,9,\N
46,pogs8.2,pogs8.2,9,\N
47,pogs8.3,pogs8.3,9,\N
48,pogs8.4,pogs8.4,9,\N
49,pogs9.1,pogs9.1,10,\N
50,pogs9.2,pogs9.2,10,\N
51,pogs9.3,pogs9.3,10,\N
52,pogs9.4,pogs9.4,10,\N
53,pogs10.1,pogs10.1,11,\N
54,pogs10.2,pogs10.2,11,\N
55,pogs10.3,pogs10.3,11,\N
56,pogs10.4,pogs10.4,11,\N
57,pogs11.1,pogs11.1,12,\N
58,pogs11.2,pogs11.2,12,\N
59,pogs11.3,pogs11.3,12,\N
60,pogs11.4,pogs11.4,12,\N
61,pogs12.1,pogs12.1,13,\N
62,pogs12.2,pogs12.2,13,\N
63,pogs12.3,pogs12.3,13,\N
64,pogs12.4,pogs12.4,13,\N
65,pogs13.1,pogs13.1,14,\N
66,pogs13.2,pogs13.2,14,\N
67,pogs13.3,pogs13.3,14,\N
68,pogs13.4,pogs13.4,14,\N
69,,,14,\N
70,pogs14.1,pogs14.1,15,\N
71,pogs14.2,pogs14.2,15,\N
72,pogs14.3,pogs14.3,15,\N
73,pogs14.4,pogs14.4,15,\N
74,pogs15.1,pogs15.1,16,\N
75,pogs15.2,pogs15.2,16,\N
76,pogs15.3,pogs15.3,16,\N
77,pogs15.4,pogs15.4,16,\N
78,pogs16.1,pogs16.1,17,\N
79,pogs16.2,pogs16.2,17,\N
80,pogs16.3,pogs16.3,17,\N
81,pogs16.4,pogs16.4,17,\N
82,pogs17.1,pogs17.1,18,\N
83,pogs17.2,pogs17.2,18,\N
84,pogs17.3,pogs17.3,18,\N
85,pogs17.4,pogs17.4,18,\N
86,pogs18.1,pogs18.1,19,\N
87,pogs18.2,pogs18.2,19,\N
88,pogs18.3,pogs18.3,19,\N
89,pogs18.4,pogs18.4,19,\N
90,pogs19.1,pogs19.1,20,\N
91,pogs19.2,pogs19.2,20,\N
92,pogs19.3,pogs19.3,20,\N
93,pogs19.4,pogs19.4,20,\N
94,pogs20.1,pogs20.1,21,\N
95,pogs20.2,pogs20.2,21,\N
96,pogs20.3,pogs20.3,21,\N
97,pogs20.4,pogs20.4,21,\N
98,s21,s21,22,\N
99,s22,s22,22,\N
100,s23,s23,22,\N
101,s24,s24,22,\N
102,pogs21.1,pogs21.1,23,\N
103,pogs21.2,pogs21.2,23,\N
104,pogs21.3,pogs21.3,23,\N
105,pogs21.4,pogs21.4,23,\N
106,pogs22.1,pogs22.1,24,\N
107,pogs22.2,pogs22.2,24,\N
108,pogs22.3,pogs22.3,24,\N
109,pogs22.4,pogs22.4,24,\N
110,pogs23.1,pogs23.1,25,\N
111,pogs23.2,pogs23.2,25,\N
112,pogs23.3,pogs23.3,25,\N
113,pogs23.4,pogs23.4,25,\N
114,pogs24.1,pogs24.1,26,\N
115,pogs24.2,pogs24.2,26,\N
116,pogs24.3,pogs24.3,26,\N
117,pogs24.4,pogs24.4,26,\N
118,pogs25.1,pogs25.1,27,\N
119,pogs25.2,pogs25.2,27,\N
120,pogs25.3,pogs25.3,27,\N
121,pogs25.4,pogs25.4,27,\N
122,pogs26.1,pogs26.1,28,\N
123,pogs26.2,pogs26.2,28,\N
124,pogs26.3,pogs26.3,28,\N
125,pogs26.4,pogs26.4,28,\N
126,pogs27.1,pogs27.1,29,\N
127,pogs27.2,pogs27.2,29,\N
128,pogs27.3,pogs27.3,29,\N
129,pogs27.3,pogs27.3,29,\N
130,pogs28.1,pogs28.1,30,\N
131,pogs28.2,pogs28.2,30,\N
132,pogs28.3,pogs28.3,30,\N
133,pogs28.4,pogs28.4,30,\N
134,pogs29.1,pogs29.1,31,\N
135,pogs29.2,pogs29.2,31,\N
136,pogs29.3,pogs29.3,31,\N
137,pogs29.4,pogs29.4,31,\N
138,pogs30.1,pogs30.1,32,\N
139,pogs30.2,pogs30.2,32,\N
140,pogs30.3,pogs30.3,32,\N
141,pogs30.4,pogs30.4,32,\N
142,pogs31.1,pogs31.1,33,\N
143,pogs31.2,pogs31.2,33,\N
144,pogs31.3,pogs31.3,33,\N
145,pogs31.4,pogs31.4,33,\N
146,pogs32.1,pogs32.1,34,\N
147,pogs32.2,pogs32.2,34,\N
148,pogs32.3,pogs32.3,34,\N
149,pogs32.4,pogs32.4,34,\N
150,pogs33.1,pogs33.1,35,\N
151,pogs33.2,pogs33.2,35,\N
152,pogs33.3,pogs33.3,35,\N
153,pogs33.4,pogs33.4,35,\N
154,pogs34.1,pogs34.1,36,\N
155,pogs34.2,pogs34.2,36,\N
156,pogs34.3,pogs34.3,36,\N
157,pogs34.4,pogs34.4,36,\N
158,pogs35.1,pogs35.1,37,\N
159,pogs35.2,pogs35.2,37,\N
160,pogs35.3,pogs35.3,37,\N
161,pogs35.4,pogs35.4,37,\N
162,pogs36.1,pogs36.1,38,\N
163,pogs36.2,pogs36.2,38,\N
164,pogs36.3,pogs36.3,38,\N
165,pogs36.4,pogs36.4,38,\N
166,pogs37.1,pogs37.1,39,\N
167,pogs37.2,pogs37.2,39,\N
168,pogs37.3,pogs37.3,39,\N
169,pogs37.4,pogs37.4,39,\N
170,pogs38.1,pogs38.1,40,\N
171,pogs38.2,pogs38.2,40,\N
172,pogs38.3,pogs38.3,40,\N
173,pogs38.4,pogs38.4,40,\N
174,pogs39.1,pogs39.1,41,\N
175,pogs39.2,pogs39.2,41,\N
176,pogs39.3,pogs39.3,41,\N
177,pogs39.4,pogs39.4,41,\N
178,pogs40.1,pogs40.1,42,\N
179,pogs40.2,pogs40.2,42,\N
180,pogs40.3,pogs40.3,42,\N
181,pogs40.4,pogs40.4,42,\N
182,pogs41.1,pogs41.1,43,\N
183,pogs41.2,pogs41.2,43,\N
184,pogs41.3,pogs41.3,43,\N
185,pogs41.4,pogs41.4,43,\N
186,pogs42.1,pogs42.1,44,\N
187,pogs42.2,pogs42.2,44,\N
188,pogs42.3,pogs42.3,44,\N
189,pogs42.4,pogs42.4,44,\N
190,pogs43.1,pogs43.1,45,\N
191,pogs43.2,pogs43.2,45,\N
192,pogs43.3,pogs43.3,45,\N
193,pogs43.4,pogs43.4,45,\N
194,pogs44.1,pogs44.1,46,\N
195,pogs44.2,pogs44.2,46,\N
196,pogs44.3,pogs44.3,46,\N
197,pogs44.4,pogs44.4,46,\N
198,pogs45.1,pogs45.1,47,\N
199,pogs45.2,pogs45.2,47,\N
200,pogs45.3,pogs45.3,47,\N
201,pogs45.4,pogs45.4,47,\N
202,pogs46.1,pogs46.1,48,\N
203,pogs46.2,pogs46.2,48,\N
204,pogs46.3,pogs46.3,48,\N
205,pogs46.4,pogs46.4,48,\N
206,pogs47.1,pogs47.1,49,\N
207,pogs47.2,pogs47.2,49,\N
208,pogs47.3,pogs47.3,49,\N
209,pogs47.4,pogs47.4,49,\N
210,pogs48.1,pogs48.1,50,\N
211,pogs48.2,pogs48.2,50,\N
212,pogs48.3,pogs48.3,50,\N
213,pogs48.4,pogs48.4,50,\N
214,t1,t1,51,\N
215,t2,t2,51,\N
216,t3,t3,51,\N
217,t4,t4,51,\N
218,t5,t5,51,\N
219,a1,a1,52,\N
220,a2,a2,52,\N
221,a3,a3,52,\N
222,a4,a4,52,\N
223,b1,b1,53,\N
224,b2,b2,53,\N
225,b3,b3,53,\N
226,b4,b4,53,\N
227,c1,c1,54,\N
228,c2,c2,54,\N
229,c3,c3,54,\N
230,c4,c4,54,\N
231,e1,e1,55,\N
232,e2,e2,55,\N
233,e3,e3,55,\N
234,e4,e4,55,\N
235,pogs49.1,pogs49.1,56,\N
236,pogs49.2,pogs49.2,56,\N
237,pogs49.3,pogs49.3,56,\N
238,pogs49.4,pogs49.4,56,\N
239,pogs50.1,pogs50.1,57,\N
240,pogs50.2,pogs50.2,57,\N
241,pogs50.3,pogs50.3,57,\N
242,pogs50.4,pogs50.4,57,\N
243,pogs51.1,pogs51.1,58,\N
244,pogs51.2,pogs51.2,58,\N
245,pogs51.3,pogs51.3,58,\N
246,pogs51.4,pogs51.4,58,\N
247,pogs52.1,pogs52.1,59,\N
248,pogs52.2,pogs52.2,59,\N
249,pogs52.3,pogs52.3,59,\N
250,pogs52.4,pogs52.4,59,\N
251,pogs53.1,pogs53.1,60,\N
252,pogs53.2,pogs53.2,60,\N
253,pogs53.3,pogs53.3,60,\N
254,pogs53.4,pogs53.4,60,\N
255,pogs53.5,pogs53.5,60,\N
256,pogs53.6,pogs53.6,60,\N
257,pogs53.7,pogs53.7,60,\N
258,pogs53.8,pogs53.8,60,\N
259,pogs54.1,pogs54.1,61,\N
260,pogs54.2,pogs54.2,61,\N
261,pogs54.3,pogs54.3,61,\N
262,pogs54.4,pogs54.4,61,\N
263,pogs55.1,pogs55.1,62,\N
264,pogs55.2,pogs55.2,62,\N
265,pogs55.3,pogs55.3,62,\N
266,pogs55.4,pogs55.4,62,\N
267,pogs56.1,pogs56.1,63,\N
268,pogs56.2,pogs56.2,63,\N
269,pogs56.3,pogs56.3,63,\N
270,pogs56.4,pogs56.4,63,\N
271,pogs55.1.1,pogs55.1.1,62,\N
272,pogs55.2.1,pogs55.2.1,62,\N
273,pogs55.3.1,pogs55.3.1,62,\N
274,pogs55.4.1,pogs55.4.1,62,\N
275,pogs56.3.1,pogs56.3.1,63,\N
276,pogs56.4.1,pogs56.4.1,63,\N
277,pogs56.1.1,pogs56.1.1,63,\N
278,pogs56.2.1,pogs56.2.1,63,\N
279,pogs57.1,pogs57.1,64,\N
280,pogs57.2,pogs57.2,64,\N
281,pogs57.3,pogs57.3,64,\N
282,pogs57.4,pogs57.4,64,\N
283,pogs57.1.1,pogs57.1.1,64,\N
284,pogs57.2.1,pogs57.2.1,64,\N
285,pogs57.3.1,pogs57.3.1,64,\N
286,pogs57.4.1,pogs57.4.1,64,\N
287,pogs58.1,pogs58.1,65,\N
288,pogs58.2,pogs58.2,65,\N
289,pogs58.3,pogs58.3,65,\N
290,pogs58.4,pogs58.4,65,\N
291,pogs59.1,pogs59.1,66,\N
292,pogs59.2,pogs59.2,66,\N
293,pogs59.3,pogs59.3,66,\N
294,pogs59.4,pogs59.4,66,\N
295,pogs58.1.1,pogs58.1.1,65,\N
296,pogs58.2.1,pogs58.2.1,65,\N
297,pogs58.3.1,pogs58.3.1,65,\N
298,pogs58.4.1,pogs58.4.1,65,\N
299,Zexi,Zexi,67,\N
300,Mert,Mert,67,\N
301,Ashwini,Ashwini,67,\N
302,chandana,chandana,67,\N
303,pogs60.1,pogs60.1,68,\N
304,pogs60.2,pogs60.2,68,\N
305,pogs60.3,pogs60.3,68,\N
306,pogs60.4,pogs60.4,68,\N
307,pogs61.1,pogs61.1,69,\N
308,pogs61.2,pogs61.2,69,\N
309,pogs61.3,pogs61.3,69,\N
310,pogs61.4,pogs61.4,69,\N
